Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Image_URL,Recent_Form
Jinnosuke Kashimura,"5' 7""",155 lbs.,"71.0""",Southpaw,2001-08-12,4,2,0,0.21,50%,7.37,25%,3.16,100%,0%,6.3,http://ufcstats.com/fighter-details/4a9120fa47bafef0,,WWWWW
Nadia Kassem,"5' 5""",125 lbs.,"66.0""",Southpaw,1995-11-15,5,2,0,3.13,41%,4.48,48%,0.46,33%,40%,2.8,http://ufcstats.com/fighter-details/6e7506127408aa9e,,WWWWW
Yusuke Kasuya,"5' 7""",155 lbs.,,Southpaw,1989-11-16,9,3,0,2.17,44%,4.34,48%,1.36,33%,0%,0.0,http://ufcstats.com/fighter-details/3058888c33149a53,,WWWWW
Tetsuji Kato,,155 lbs.,,Orthodox,1977-12-05,20,10,0,1.2,29%,2.1,70%,2.0,57%,80%,0.5,http://ufcstats.com/fighter-details/542db012217ecb83,,WWWWW
Hisaki Kato,"6' 0""",185 lbs.,,,1982-09-17,8,2,0,2.8,48%,1.72,68%,1.62,100%,0%,0.0,http://ufcstats.com/fighter-details/ebf1c247b2cba375,,WWWWW
Brad Katona,"5' 6""",135 lbs.,"64.0""",Orthodox,1991-12-19,16,5,0,4.81,52%,4.75,50%,1.86,34%,61%,0.0,http://ufcstats.com/fighter-details/7b433309b0fd12aa,,WWWWW
Calvin Kattar,"5' 11""",145 lbs.,"72.0""",Orthodox,1988-03-26,23,10,0,4.41,37%,6.55,54%,0.34,29%,77%,0.1,http://ufcstats.com/fighter-details/751de04455cfaac0,,WWWWW
Sarah Kaufman,"5' 5""",135 lbs.,"66.0""",Orthodox,1985-09-20,18,4,0,6.65,46%,4.0,62%,0.38,57%,81%,0.0,http://ufcstats.com/fighter-details/36df8e119aec6175,,WWWWW
Lone'er Kavanagh,"5' 6""",125 lbs.,"67.0""",Orthodox,1999-06-09,10,1,0,4.13,48%,3.49,56%,1.12,45%,94%,0.2,http://ufcstats.com/fighter-details/bb2c3c3a466224af,,WWWWW
Yusuke Kawaguchi,"6' 0""",255 lbs.,,,1980-08-14,18,12,0,2.87,47%,3.93,50%,0.0,0%,72%,0.0,http://ufcstats.com/fighter-details/fa2320781bfe4f49,,WWWWW
Canaan Kawaihae,"6' 0""",145 lbs.,"71.0""",Southpaw,1997-08-26,6,2,0,2.83,51%,4.59,36%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/58d42b9e920b25fc,,WWWWW
Tatsuya Kawajiri,"5' 7""",145 lbs.,"69.0""",Orthodox,1978-05-08,36,11,2,2.04,44%,2.01,50%,3.63,48%,63%,1.1,http://ufcstats.com/fighter-details/80d918336163b80c,,WWWWW
Ryo Kawamura,"5' 11""",205 lbs.,,Orthodox,1981-06-29,18,9,4,0.6,16%,3.93,39%,0.0,0%,6%,0.0,http://ufcstats.com/fighter-details/9e91d7fd2720e241,,WWWWW
Masuto Kawana,"5' 6""",145 lbs.,"69.0""",Orthodox,1995-01-30,10,4,0,2.54,41%,3.79,41%,11.67,55%,100%,0.0,http://ufcstats.com/fighter-details/49f4171f14f54220,,WWWWW
Doug Kay,,,,,,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/547c5611bd366988,,WWWWW
Toshiomi Kazama,"5' 7""",135 lbs.,"69.0""",Orthodox,1997-05-15,11,5,0,1.49,53%,4.56,38%,1.94,16%,66%,1.0,http://ufcstats.com/fighter-details/148bb103cfbf123e,,WWWWW
Julie Kedzie,"5' 5""",135 lbs.,,Orthodox,1981-03-18,16,13,0,2.9,36%,3.18,46%,1.14,23%,78%,0.0,http://ufcstats.com/fighter-details/981ab7a0576f76a0,,WWWWW
Ryan Keenan,"5' 10""",170 lbs.,,,1985-06-15,6,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a72b20136239ba39,,WWWWW
Losene Keita,"5' 8""",145 lbs.,"72.0""",Orthodox,1997-12-30,16,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5b43d68174b6e2ab,,WWWWW
CJ Keith,"6' 0""",155 lbs.,,Orthodox,1986-08-09,8,4,0,0.86,50%,1.82,50%,0.0,0%,62%,0.0,http://ufcstats.com/fighter-details/c0eecd851dbf3146,,WWWWW
Chris Kelades,"5' 7""",125 lbs.,"68.0""",Orthodox,1981-02-21,9,3,0,2.4,43%,2.64,48%,1.04,18%,53%,0.3,http://ufcstats.com/fighter-details/56c9acc4e86046a2,,WWWWW
Brian Kelleher,"5' 6""",135 lbs.,"66.0""",Switch,1986-08-19,24,16,0,3.31,41%,4.59,54%,1.68,41%,60%,0.7,http://ufcstats.com/fighter-details/7be14eaed4c74856,,WWWWW
Mayana Kellem,"5' 5""",135 lbs.,,Orthodox,1981-07-07,7,1,0,1.94,22%,2.9,62%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c788481ae19e798d,,WWWWW
Tony Kelley,"5' 9""",135 lbs.,"70.0""",Switch,1987-01-21,8,3,0,5.55,47%,4.85,45%,0.0,0%,52%,1.4,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,,WWWWW
Paul Kelly,"5' 9""",155 lbs.,"70.0""",Orthodox,1984-09-12,14,5,0,3.22,37%,2.61,59%,1.34,60%,30%,1.5,http://ufcstats.com/fighter-details/aac5ac38148f0528,,WWWWW
John Kelly,"5' 9""",170 lbs.,,,1978-08-02,5,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ace83095105dd205,,WWWWW
Daniel Kelly,"6' 0""",185 lbs.,"70.0""",Southpaw,1977-10-31,13,4,0,3.62,38%,4.64,61%,1.86,34%,78%,0.3,http://ufcstats.com/fighter-details/bdcbb976816fd256,,WWWWW
Tim Kennedy,"5' 11""",185 lbs.,"74.0""",Orthodox,1979-09-01,18,6,0,2.78,47%,1.84,62%,2.58,35%,70%,0.7,http://ufcstats.com/fighter-details/3c660c90d48fc80d,,WWWWW
Steve Kennedy,"5' 11""",170 lbs.,,Orthodox,1983-03-07,24,8,0,2.28,35%,5.52,45%,2.51,33%,0%,0.0,http://ufcstats.com/fighter-details/185fb0200a4605e6,,WWWWW
Jeremy Kennedy,"5' 11""",145 lbs.,"71.0""",Orthodox,1992-09-16,11,1,0,2.22,46%,2.58,47%,5.73,52%,66%,0.0,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,,WWWWW
Waylon Kennell,"6' 0""",185 lbs.,,,,6,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/9b8a73b59be8d786,,WWWWW
Casey Kenney,"5' 7""",135 lbs.,"68.0""",Southpaw,1991-03-20,16,4,1,4.85,42%,4.67,58%,1.09,35%,61%,0.4,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,,WWWWW
Maimaitituoheti Keremuaili,"5' 6""",135 lbs.,"66.0""",Orthodox,1991-03-18,26,11,0,1.47,52%,1.67,37%,1.0,33%,84%,0.0,http://ufcstats.com/fighter-details/772022b989534f0d,,WWWWW
Aurelijus Kerpe,,,,Orthodox,,11,22,0,1.26,16%,8.21,31%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c1e4ae143cce7398,,WWWWW
Mark Kerr,"6' 3""",266 lbs.,,Switch,1968-12-21,15,11,0,0.28,41%,0.89,28%,2.92,77%,0%,0.4,http://ufcstats.com/fighter-details/a7b48e18ca27795d,,WWWWW
Will Kerr,"5' 10""",155 lbs.,"69.0""",Orthodox,1982-10-21,9,3,0,1.91,42%,6.22,33%,0.0,0%,0%,14.3,http://ufcstats.com/fighter-details/ef61d9f5176b3200,,WWWWW
Ron Keslar,,185 lbs.,,,1980-04-17,11,9,0,0.0,0%,2.05,60%,0.0,0%,100%,7.7,http://ufcstats.com/fighter-details/b84f34b425dfd24b,,WWWWW
Rustam Khabilov,"5' 8""",155 lbs.,"73.0""",Orthodox,1986-11-04,24,4,0,1.98,34%,2.16,65%,3.95,41%,61%,0.1,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,,WWWWW
Adam Khaliev,"6' 0""",170 lbs.,,Orthodox,1984-04-16,6,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1aba18b5f15d4956,,WWWWW
Sergey Khandozhko,"6' 1""",170 lbs.,"74.0""",Orthodox,1992-05-19,28,6,1,3.41,41%,2.37,60%,0.76,28%,61%,0.0,http://ufcstats.com/fighter-details/90da09db03e41748,,WWWWW
Sergei Kharitonov,"6' 0""",245 lbs.,,Orthodox,1980-08-18,26,6,0,3.9,44%,3.03,54%,1.16,53%,70%,1.0,http://ufcstats.com/fighter-details/0693b2eab79198ea,,WWWWW
Alfred Khashakyan,"5' 8""",135 lbs.,"70.0""",Orthodox,1988-07-17,8,3,0,6.14,42%,6.38,40%,3.54,25%,0%,0.0,http://ufcstats.com/fighter-details/3929efe0c0a83d07,,WWWWW
Aziz Khaydarov,"5' 11""",155 lbs.,"72.0""",Orthodox,1993-09-25,21,7,0,2.6,61%,2.8,61%,0.0,0%,85%,0.0,http://ufcstats.com/fighter-details/a072b512b6f4fc42,,WWWWW
Mansher Khera,"5' 10""",155 lbs.,"68.0""",Orthodox,1992-04-15,10,0,0,2.8,38%,2.6,38%,2.0,14%,100%,0.0,http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f,,WWWWW
Aliaskhab Khizriev,"5' 9""",185 lbs.,"74.0""",Southpaw,1990-08-24,14,0,0,6.01,64%,4.38,61%,5.64,60%,100%,3.8,http://ufcstats.com/fighter-details/7ab478c397cd68ef,,WWWWW
WonBin Ki,"5' 11""",155 lbs.,"73.0""",Orthodox,1991-02-11,18,9,0,6.73,50%,4.21,55%,0.73,20%,50%,0.0,http://ufcstats.com/fighter-details/aaeb55084b198a39,,WWWWW
Pannie Kianzad,"5' 7""",135 lbs.,"66.0""",Orthodox,1991-12-08,17,9,0,4.88,49%,4.09,51%,0.41,33%,65%,0.1,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,,WWWWW
Akira Kikuchi,"5' 8""",155 lbs.,,Orthodox,1978-07-23,16,4,0,3.67,56%,0.4,14%,2.0,40%,100%,0.0,http://ufcstats.com/fighter-details/9c37681096c6f3a9,,WWWWW
Katsunori Kikuno,"5' 8""",145 lbs.,"66.0""",Orthodox,1981-10-31,24,8,2,2.64,40%,2.47,61%,1.88,75%,76%,0.8,http://ufcstats.com/fighter-details/44470bfd9483c7ad,,WWWWW
Sanae Kikuta,"5' 9""",200 lbs.,,Orthodox,1971-09-10,31,9,3,0.7,45%,0.9,52%,1.6,63%,25%,1.8,http://ufcstats.com/fighter-details/e4bde462b043d3e1,,WWWWW
Jacob Kilburn,"5' 9""",145 lbs.,"72.0""",Orthodox,1995-06-28,8,4,0,2.56,33%,6.78,35%,0.51,5%,20%,0.5,http://ufcstats.com/fighter-details/637bd06c32219f0b,,WWWWW
Dong Hyun Kim,"6' 2""",170 lbs.,"76.0""",Southpaw,1981-11-17,22,4,1,2.12,49%,1.89,58%,2.93,43%,71%,0.6,http://ufcstats.com/fighter-details/9bcf8603ceb25680,,WWWWW
Jin Oh Kim,"5' 9""",205 lbs.,,Orthodox,1979-12-12,0,4,0,5.06,25%,8.43,50%,0.0,0%,66%,0.0,http://ufcstats.com/fighter-details/8d04923f2db59b7f,,WWWWW
Dae Won Kim,"5' 11""",180 lbs.,,Orthodox,1979-11-01,11,7,0,1.75,32%,2.51,36%,3.43,42%,0%,0.0,http://ufcstats.com/fighter-details/354808cf38d9d73c,,WWWWW
Jong Wang Kim,"6' 1""",240 lbs.,,,,13,23,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/380e8b023290d091,,WWWWW
Jong Won Kim,"5' 7""",139 lbs.,,Orthodox,1976-11-20,0,1,0,0.84,15%,3.28,63%,2.81,100%,0%,0.0,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,,WWWWW
Min Soo Kim,"6' 1""",255 lbs.,,Southpaw,1975-01-22,3,7,0,0.87,100%,3.48,20%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/831b937811804dad,,WWWWW
Jong Man Kim,"5' 7""",139 lbs.,,Orthodox,1978-03-03,23,11,3,1.33,21%,3.0,60%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/dba230fe33011201,,WWWWW
Ji Yeon Kim,"5' 7""",125 lbs.,"72.0""",Orthodox,1989-10-18,9,7,2,5.37,36%,5.41,56%,0.0,0%,50%,0.1,http://ufcstats.com/fighter-details/a20f234df70f2182,,WWWWW
MinWoo Kim,"5' 8""",135 lbs.,"72.0""",Orthodox,1993-07-21,10,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6343a95f1d9e6a33,,WWWWW
HanSeul Kim,"6' 1""",170 lbs.,"73.0""",Southpaw,1990-06-19,13,6,0,5.79,42%,5.68,52%,0.0,0%,50%,1.7,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,,WWWWW
KyeungPyo Kim,"5' 9""",155 lbs.,"71.0""",Orthodox,1992-01-29,11,4,0,6.77,46%,6.32,63%,3.87,40%,100%,0.0,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,,WWWWW
Sangwook Kim,"6' 0""",155 lbs.,"71.0""",Orthodox,1993-10-17,13,4,0,5.11,55%,5.82,44%,1.77,22%,72%,1.2,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,,WWWWW
SangWon Kim,"5' 9""",145 lbs.,"69.0""",Orthodox,1993-09-01,10,6,1,3.18,57%,3.73,58%,0.69,25%,72%,0.0,http://ufcstats.com/fighter-details/e9712cad24948ce1,,WWWWW
KyuSung Kim,"5' 11""",125 lbs.,"69.0""",Orthodox,1992-11-05,12,6,0,1.53,53%,0.87,69%,0.0,0%,33%,0.0,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1,,WWWWW
So Yul Kim,,115 lbs.,,,1997-05-25,8,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/864c07a7ff90caae,,WWWWW
Jeremy Kimball,"6' 0""",205 lbs.,"72.0""",Switch,1991-01-03,15,8,0,2.81,46%,3.84,49%,1.41,20%,50%,0.0,http://ufcstats.com/fighter-details/917a5cb9821df261,,WWWWW
Rob Kimmons,"5' 10""",185 lbs.,"73.0""",Orthodox,1981-01-30,25,9,0,1.86,48%,4.79,38%,2.08,46%,25%,2.4,http://ufcstats.com/fighter-details/054defd5420a551f,,WWWWW
Dustin Kimura,"5' 7""",135 lbs.,"71.0""",Orthodox,1989-05-21,11,3,0,1.33,21%,3.82,51%,0.93,37%,50%,2.2,http://ufcstats.com/fighter-details/fe91d254db77a7fc,,WWWWW
Taiei Kin,"5' 11""",185 lbs.,,Orthodox,1970-07-08,6,3,0,2.71,60%,1.33,52%,0.0,0%,55%,0.0,http://ufcstats.com/fighter-details/c7ac79839e86ce33,,WWWWW
Mike King,"6' 3""",185 lbs.,,,1983-08-04,5,1,0,4.44,58%,1.29,72%,1.75,25%,40%,3.5,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,,WWWWW
Kyle Kingsbury,"6' 4""",205 lbs.,"79.0""",Orthodox,1982-03-22,11,6,0,2.97,40%,3.81,51%,2.64,41%,52%,0.0,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,,WWWWW
Yusaku Kinoshita,"6' 0""",170 lbs.,"71.0""",Southpaw,2000-08-21,6,3,0,4.65,50%,5.12,51%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,,WWWWW
Kamuela Kirk,"5' 10""",155 lbs.,"75.0""",Switch,1994-04-13,12,6,0,3.22,50%,5.87,40%,1.5,26%,47%,1.2,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,,WWWWW
Yurij Kiseliov,"5' 8""",185 lbs.,,Orthodox,1976-07-29,5,4,0,4.88,87%,0.0,0%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,,WWWWW
Justine Kish,"5' 5""",125 lbs.,"64.0""",Orthodox,1988-04-13,7,4,0,4.51,48%,4.59,57%,0.87,33%,50%,0.1,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,,WWWWW
Koji Kitao,"6' 7""",350 lbs.,,Southpaw,1963-10-12,1,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,,WWWWW
Satoru Kitaoka,"5' 6""",154 lbs.,,,1980-02-04,40,14,9,0.68,33%,2.15,45%,0.62,10%,27%,2.1,http://ufcstats.com/fighter-details/e2ac5bb645f33088,,WWWWW
Top Noi Kiwram,"5' 5""",125 lbs.,"67.0""",Southpaw,1992-08-15,9,5,0,4.47,59%,3.23,66%,2.72,85%,74%,0.0,http://ufcstats.com/fighter-details/e065b4a42a6c2c79,,WWWWW
Ludovit Klein,"5' 7""",155 lbs.,"72.0""",Southpaw,1995-02-22,24,5,1,3.76,53%,3.48,53%,1.37,51%,76%,0.0,http://ufcstats.com/fighter-details/5b86d491d63890c5,,WWWWW
Nick Klein,"6' 1""",185 lbs.,"77.0""",Orthodox,1995-09-08,6,3,0,2.51,56%,3.41,39%,5.79,35%,66%,1.9,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,,WWWWW
Seth Kleinbeck,"6' 2""",185 lbs.,,,1973-07-25,8,4,0,2.55,33%,2.42,40%,0.98,25%,90%,0.0,http://ufcstats.com/fighter-details/8ad022dd81224f61,,WWWWW
Stefan Klever,,185 lbs.,,Orthodox,,6,1,0,0.82,50%,3.84,58%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/bc3876891e155bb5,,WWWWW
Fatima Kline,"5' 6""",115 lbs.,"67.0""",Orthodox,2000-07-12,9,1,0,5.01,50%,2.71,57%,2.02,58%,50%,0.0,http://ufcstats.com/fighter-details/745fa7b605f8e2da,,WWWWW
Felix Klinkhammer,"6' 0""",170 lbs.,,,,7,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/8276f28f1ad087de,,WWWWW
Drakkar Klose,"5' 9""",155 lbs.,"70.0""",Orthodox,1988-03-09,16,3,1,4.25,55%,3.65,49%,1.49,26%,69%,0.0,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,,WWWWW
Michael Knaap,"6' 2""",220 lbs.,,Orthodox,1984-02-27,18,22,3,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/02f0e04acf102ea9,,WWWWW
Kevin Knabjian,"5' 10""",170 lbs.,,Orthodox,1984-07-05,12,7,1,0.0,0%,15.56,22%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/1fac46d466abd5b8,,WWWWW
Jason Knight,"5' 10""",145 lbs.,"71.0""",Orthodox,1992-07-14,20,5,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,,WWWWW
William Knight,"5' 10""",205 lbs.,"73.0""",Orthodox,1988-04-03,11,5,0,2.62,56%,3.3,35%,1.78,40%,48%,0.4,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,,WWWWW
Josefine Knutsson,"5' 3""",115 lbs.,"60.0""",Orthodox,1996-01-16,8,1,0,4.24,51%,2.13,54%,1.6,72%,35%,0.0,http://ufcstats.com/fighter-details/971dba22c622af12,,WWWWW
Seokhyeon Ko,"5' 10""",170 lbs.,"71.0""",Southpaw,1993-09-24,13,2,0,2.73,59%,1.42,58%,4.0,63%,75%,0.3,http://ufcstats.com/fighter-details/4a07b1988477502c,,WWWWW
Isao Kobayashi,"5' 8""",145 lbs.,,,1988-10-28,21,4,4,1.01,33%,1.66,45%,2.17,100%,100%,0.0,http://ufcstats.com/fighter-details/a02652d063ef5baa,,WWWWW
Kelly Kobold,"5' 6""",135 lbs.,,Orthodox,1983-02-25,19,3,1,2.33,21%,4.11,59%,1.67,11%,0%,0.0,http://ufcstats.com/fighter-details/c398235fcaf8d71d,,WWWWW
Erik Koch,"5' 10""",170 lbs.,"71.0""",Southpaw,1988-10-04,16,6,0,2.33,42%,2.82,47%,1.02,42%,81%,1.0,http://ufcstats.com/fighter-details/99bd87a300079ed9,,WWWWW
Sokun Koh,"6' 1""",205 lbs.,,,,4,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6d8ef8706781c49e,,WWWWW
Shingo Kohara,"5' 6""",135 lbs.,,,,1,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/44c233770075cea1,,WWWWW
Brad Kohler,"5' 9""",220 lbs.,,Orthodox,1964-05-26,12,15,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/13c4313ed0f744f3,,WWWWW
Charlie Kohler,"5' 9""",155 lbs.,,Orthodox,1976-07-16,8,4,1,0.81,33%,4.31,46%,0.0,0%,0%,4.0,http://ufcstats.com/fighter-details/5717efc6f271cd52,,WWWWW
Tsuyoshi Kohsaka,"5' 11""",225 lbs.,,Orthodox,1970-03-06,27,19,2,1.88,38%,4.41,54%,1.32,20%,33%,0.4,http://ufcstats.com/fighter-details/b76ed59283d3559c,,WWWWW
Kaloyan Kolev,"6' 2""",205 lbs.,"73.0""",Orthodox,1992-10-17,10,1,0,1.12,45%,4.49,42%,10.11,60%,0%,0.0,http://ufcstats.com/fighter-details/33de378ce1734638,,WWWWW
John Kolosci,"5' 11""",185 lbs.,,Orthodox,1974-11-26,15,9,0,0.21,20%,0.85,50%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,,WWWWW
Yuki Kondo,"5' 11""",183 lbs.,,Southpaw,1975-07-17,60,33,9,1.14,42%,2.57,51%,0.76,41%,37%,0.5,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,,WWWWW
Syuri Kondo,"5' 4""",115 lbs.,"66.0""",Orthodox,1989-02-08,6,3,0,5.4,44%,7.22,58%,0.0,0%,83%,0.3,http://ufcstats.com/fighter-details/a851c35f58199231,,WWWWW
Mantas Kondratavicius,"6' 2""",185 lbs.,"75.0""",Orthodox,1999-07-17,8,1,0,4.55,33%,3.64,60%,13.64,100%,0%,0.0,http://ufcstats.com/fighter-details/3cc506f115cbb9d5,,WWWWW
Cheick Kongo,"6' 4""",240 lbs.,"82.0""",Orthodox,1975-05-17,27,10,2,3.33,56%,1.28,54%,2.3,56%,52%,0.2,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,,WWWWW
Andrei Kopylov,"6' 2""",265 lbs.,,Orthodox,1965-07-16,6,11,0,0.33,66%,4.31,40%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,,WWWWW
Roman Kopylov,"6' 0""",185 lbs.,"75.0""",Southpaw,1992-05-04,14,5,0,4.59,50%,5.18,52%,1.14,47%,88%,0.0,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,,WWWWW
Bruno Korea,"5' 6""",135 lbs.,"65.0""",,1991-06-28,7,3,0,2.12,34%,3.96,42%,0.0,0%,25%,0.0,http://ufcstats.com/fighter-details/6c011be66326ad97,,WWWWW
Chungreng Koren,,135 lbs.,,,1998-02-01,7,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/000774e57404d8c7,,WWWWW
Andrey Koreshkov,"6' 0""",170 lbs.,,,1990-08-23,19,2,0,2.84,39%,1.92,63%,4.8,53%,0%,0.0,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,,WWWWW
Josh Koscheck,"5' 10""",170 lbs.,"73.0""",Orthodox,1977-11-30,17,11,0,1.79,36%,2.27,63%,2.46,48%,64%,0.4,http://ufcstats.com/fighter-details/dd37fd509af89f15,,WWWWW
Steven Koslow,"5' 7""",125 lbs.,"69.0""",Switch,1997-01-22,6,1,0,0.77,37%,3.73,40%,5.28,55%,0%,1.1,http://ufcstats.com/fighter-details/84512339473dd300,,WWWWW
Naoyuki Kotani,"5' 8""",155 lbs.,"66.0""",Southpaw,1981-12-08,34,14,7,1.02,31%,2.89,50%,0.83,16%,46%,0.8,http://ufcstats.com/fighter-details/bc8f6b42767e28df,,WWWWW
Ilya Kotau,,170 lbs.,,,,1,2,0,3.94,40%,4.38,44%,6.57,100%,100%,6.6,http://ufcstats.com/fighter-details/a68d57ae177a5815,,WWWWW
Iouri Kotchkine,"6' 2""",235 lbs.,,Orthodox,1969-12-21,7,4,1,0.67,38%,4.92,15%,0.0,0%,25%,0.0,http://ufcstats.com/fighter-details/c6becb722706c7d8,,WWWWW
Matt Kovacs,"6' 0""",244 lbs.,,Orthodox,1981-05-09,12,16,0,1.47,22%,4.87,44%,1.0,25%,0%,0.0,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,,WWWWW
Marcus Kowal,,135 lbs.,,,1977-03-29,3,1,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ad0e42800a0d8977,,WWWWW
Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64.0""",Orthodox,1985-10-15,16,10,0,5.54,42%,5.77,56%,0.36,23%,74%,0.2,http://ufcstats.com/fighter-details/d7c3816669784109,,WWWWW
Steve Kozola,,155 lbs.,,,,8,0,0,3.9,39%,4.36,50%,2.34,100%,100%,0.0,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,,WWWWW
Derrick Krantz,"5' 10""",170 lbs.,"72.0""",Orthodox,1988-01-13,22,12,0,2.07,37%,4.03,50%,3.18,50%,0%,0.8,http://ufcstats.com/fighter-details/714e1e0681ddb703,,WWWWW
James Krause,"6' 2""",170 lbs.,"73.0""",Orthodox,1986-06-04,28,9,0,4.79,49%,4.11,61%,0.96,18%,59%,0.9,http://ufcstats.com/fighter-details/8f6a18831a120817,,WWWWW
Pascal Krauss,"6' 1""",170 lbs.,,Orthodox,1987-04-19,11,2,0,5.45,47%,3.88,59%,1.53,50%,60%,0.9,http://ufcstats.com/fighter-details/a01e84abefd85ec0,,WWWWW
Rene Kronvold,"5' 8""",170 lbs.,,Orthodox,1970-01-03,5,1,0,0.82,100%,2.47,60%,0.0,0%,66%,4.1,http://ufcstats.com/fighter-details/db05271715bb4874,,WWWWW
Kaynan Kruschewsky,"6' 0""",155 lbs.,"73.0""",Orthodox,1991-04-04,15,3,0,5.67,50%,5.71,46%,2.74,100%,75%,2.1,http://ufcstats.com/fighter-details/ca36633b80be4a78,,WWWWW
Jorgen Kruth,"6' 2""",205 lbs.,,,1974-05-08,5,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6071d786f6187810,,WWWWW
Nikita Krylov,"6' 3""",205 lbs.,"77.0""",Orthodox,1992-03-07,31,11,0,4.36,54%,2.59,47%,2.05,37%,53%,1.2,http://ufcstats.com/fighter-details/1091d4d957141094,,WWWWW
Mariusz Ksiazkiewicz,"6' 3""",185 lbs.,"75.0""",Southpaw,1989-10-04,8,1,0,0.93,45%,3.4,39%,4.0,100%,0%,2.0,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,,WWWWW
Eliezer Kubanza,"5' 9""",170 lbs.,"74.0""",Orthodox,1997-12-23,7,1,0,2.11,50%,6.97,37%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/66579081831db7b0,,WWWWW
Junya Kudo,,135 lbs.,,Orthodox,1983-03-24,10,7,2,1.85,71%,4.44,33%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/487c170da059857d,,WWWWW
